id,name,name_upper,neighbourhood_group,price
3829261,Beautiful Terrace Room,BEAUTIFUL TERRACE ROOM,Brooklyn,40
3829609,Brooklyn's finest. Renovated apt!,BROOKLYN'S FINEST. RENOVATED APT!,Brooklyn,76
3831962,Lg Quiet Artist Home -Ditmas Park -,LG QUIET ARTIST HOME -DITMAS PARK -,Brooklyn,50
3832444,Bushwick schoolhouse,BUSHWICK SCHOOLHOUSE,Brooklyn,45
3832774,"Sunny, charming 1 bedroom apartment","SUNNY, CHARMING 1 BEDROOM APARTMENT",Brooklyn,80
3832863,1 Bedroom w/ huge Deck in West Village/SOHO,1 BEDROOM W/ HUGE DECK IN WEST VILLAGE/SOHO,Manhattan,265
3832932,Beautiful Sunset Park,BEAUTIFUL SUNSET PARK,Brooklyn,65
3833538,Classic Brownstone 1 Bed. Apt.,CLASSIC BROWNSTONE 1 BED. APT.,Brooklyn,90
3835052,"Sunny, Charming Boho Apt Near all in the Village!","SUNNY, CHARMING BOHO APT NEAR ALL IN THE VILLAGE!",Manhattan,115
3835334,UWS one br near Central Park,UWS ONE BR NEAR CENTRAL PARK,Manhattan,145
3835633,The Emerald Room,THE EMERALD ROOM,Brooklyn,45
3835681,"Great location, new lower rates!!!","GREAT LOCATION, NEW LOWER RATES!!!",Queens,50
3835740,Cozy & Comfy in Bedstuy,COZY & COMFY IN BEDSTUY,Brooklyn,72
3835757,...New lower rates for low season!!,...NEW LOWER RATES FOR LOW SEASON!!,Queens,50
3835766,Oasis in a Brownstone,OASIS IN A BROWNSTONE,Brooklyn,57
3836180,Beautiful West Village 1 BR Gem!,BEAUTIFUL WEST VILLAGE 1 BR GEM!,Manhattan,225
3836189,"Amazing, Spacious Bedroom in BK","AMAZING, SPACIOUS BEDROOM IN BK",Brooklyn,80
3836199,"2 bedroom with yard, 4 mins to LGA","2 BEDROOM WITH YARD, 4 MINS TO LGA",Queens,120
3838056,Unique stylish garden apartment,UNIQUE STYLISH GARDEN APARTMENT,Brooklyn,450
3838375,"Cheerful, Comfortable & Convenient","CHEERFUL, COMFORTABLE & CONVENIENT",Manhattan,249
3838388,Large Sunny Nicely Furnished Studio,LARGE SUNNY NICELY FURNISHED STUDIO,Manhattan,100
3838416,Beautiful Huge 2Br House w/Backyard,BEAUTIFUL HUGE 2BR HOUSE W/BACKYARD,Brooklyn,225
3839364,"Fabulous Large 1 Bed in Riverdale, Bronx NYC","FABULOUS LARGE 1 BED IN RIVERDALE, BRONX NYC",Bronx,95
3840000,4 ROOM RAILROAD - WILLIAMSBURG,4 ROOM RAILROAD - WILLIAMSBURG,Brooklyn,90
3840127,Cozy yet spacious apt in Brooklyn,COZY YET SPACIOUS APT IN BROOKLYN,Brooklyn,101
3840286,"Modern, sunny two bedroom","MODERN, SUNNY TWO BEDROOM",Brooklyn,246
3840324,Williamsburg + private patio garden,WILLIAMSBURG + PRIVATE PATIO GARDEN,Brooklyn,120
3840541,Spacious Modern Loft in Cobble Hill,SPACIOUS MODERN LOFT IN COBBLE HILL,Brooklyn,150
3841033,"Bright, clean studio by subway","BRIGHT, CLEAN STUDIO BY SUBWAY",Brooklyn,119
3841048,"2BR, Heart of Lower East Side","2BR, HEART OF LOWER EAST SIDE",Manhattan,150
3841113,Cozy private room in UES,COZY PRIVATE ROOM IN UES,Manhattan,80
3842694,Spacious Home by the Bay,SPACIOUS HOME BY THE BAY,Brooklyn,189
3847733,"Sunny Apt in Bed Stuy, A/C/E Trains","SUNNY APT IN BED STUY, A/C/E TRAINS",Brooklyn,90
3848324,West Village apt - 2 Bedroom,WEST VILLAGE APT - 2 BEDROOM,Manhattan,200
3848431,Apt in Harlem 1 month minimun stay,APT IN HARLEM 1 MONTH MINIMUN STAY,Manhattan,120
3849226,Gorgeous Room in Heart of Soho,GORGEOUS ROOM IN HEART OF SOHO,Manhattan,149
3849347,Beautiful 1b Bloomingdales location,BEAUTIFUL 1B BLOOMINGDALES LOCATION,Manhattan,130
3850254,"Private Room in Bushwick, fully furnished","PRIVATE ROOM IN BUSHWICK, FULLY FURNISHED",Brooklyn,35
3850493,JOE'S PARADISE 5019,JOE'S PARADISE 5019,Brooklyn,139
3850967,"A bright, beautiful treehouse","A BRIGHT, BEAUTIFUL TREEHOUSE",Brooklyn,100
3851498,L,L,Manhattan,65
3851623,"Convenient, Greenwich/West Village Apartment","CONVENIENT, GREENWICH/WEST VILLAGE APARTMENT",Manhattan,200
3851719,Amazing 1brm in the Best Location,AMAZING 1BRM IN THE BEST LOCATION,Manhattan,99
3851911,large sunny pre war studio ,LARGE SUNNY PRE WAR STUDIO ,Brooklyn,115
3852261,SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK,SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK,Queens,149
3852988,"Lovely, modern townhouse","LOVELY, MODERN TOWNHOUSE",Brooklyn,135
3857180,Parkside Brooklyn Artist Apartment!,PARKSIDE BROOKLYN ARTIST APARTMENT!,Brooklyn,150
3857863,Studio In Townhouse,STUDIO IN TOWNHOUSE,Manhattan,105
3858105,Light and Airy top floor apartment ,LIGHT AND AIRY TOP FLOOR APARTMENT ,Brooklyn,75
3858822,"Big, Sunny and QUIET West Village Studio","BIG, SUNNY AND QUIET WEST VILLAGE STUDIO",Manhattan,175
3860464,"BedStuy Fly, a relaxing retreat.","BEDSTUY FLY, A RELAXING RETREAT.",Brooklyn,135
3860762,Amazing Big Sunny Room with Porch,AMAZING BIG SUNNY ROOM WITH PORCH,Brooklyn,72
3860899,Huge room in East Williamsburg,HUGE ROOM IN EAST WILLIAMSBURG,Brooklyn,60
3861713,2 BRs with private entrance/kid-fr,2 BRS WITH PRIVATE ENTRANCE/KID-FR,Brooklyn,97
3861943,Spacious Studio in Time Square,SPACIOUS STUDIO IN TIME SQUARE,Manhattan,860
3864528,Amazing Priv 1 BR in Hells Kitchen,AMAZING PRIV 1 BR IN HELLS KITCHEN,Manhattan,200
3866538,Home Away from Home,HOME AWAY FROM HOME,Manhattan,98
3866843,"Renovated, Nice 1BD Central Park","RENOVATED, NICE 1BD CENTRAL PARK",Manhattan,87
3866888,Midtown NYC 2bdrm with patio! 2D,MIDTOWN NYC 2BDRM WITH PATIO! 2D,Manhattan,150
3867293,Breathtaking Penthouse Skyline Room & 20min to NYC,BREATHTAKING PENTHOUSE SKYLINE ROOM & 20MIN TO NYC,Brooklyn,50
3867705,5146-Doorman Pool!1 bedroom View,5146-DOORMAN POOL!1 BEDROOM VIEW,Manhattan,185
3868100,Heart of LES + Patio,HEART OF LES + PATIO,Manhattan,225
3868344,elegant pre war two bedroom flat,ELEGANT PRE WAR TWO BEDROOM FLAT,Brooklyn,151
3869398,private Greenpoint apt,PRIVATE GREENPOINT APT,Brooklyn,75
3869762,Upper East Side Manhattan 1 Bed Apt,UPPER EAST SIDE MANHATTAN 1 BED APT,Manhattan,110
3869779,Loft in Bushwick/East Williamsburg,LOFT IN BUSHWICK/EAST WILLIAMSBURG,Brooklyn,150
3870158,Cozy East Village/Gramercy Studio by Union Square,COZY EAST VILLAGE/GRAMERCY STUDIO BY UNION SQUARE,Manhattan,145
3870294,Large 1-Bedroom by Subway with Elevator and Charm!,LARGE 1-BEDROOM BY SUBWAY WITH ELEVATOR AND CHARM!,Manhattan,250
3870793,"Only 20 min to Times Sq., US Open","ONLY 20 MIN TO TIMES SQ., US OPEN",Queens,170
3874702,A garden apartment in a brownstone.,A GARDEN APARTMENT IN A BROWNSTONE.,Brooklyn,145
3874870,Charming 1-Bedroom in East Village,CHARMING 1-BEDROOM IN EAST VILLAGE,Manhattan,200
3875294,Beautiful Brooklyn Bedroom!,BEAUTIFUL BROOKLYN BEDROOM!,Brooklyn,50
3876850,Beautiful -  Upper West Side ,BEAUTIFUL -  UPPER WEST SIDE ,Manhattan,250
3880588,Penthouse Apt with Roofdeck,PENTHOUSE APT WITH ROOFDECK,Manhattan,229
3881808,"Park Ave, Sunny 2beds 6 train, WiFi","PARK AVE, SUNNY 2BEDS 6 TRAIN, WIFI",Manhattan,129
3882103,5136-Doorman 2 bedroom 3 beds!,5136-DOORMAN 2 BEDROOM 3 BEDS!,Manhattan,250
3882466,5132- Huge Studio! SWIMMING POOL,5132- HUGE STUDIO! SWIMMING POOL,Manhattan,168
3882682,Private sunny room in Harlem house w/garden,PRIVATE SUNNY ROOM IN HARLEM HOUSE W/GARDEN,Manhattan,80
3883020,Huge Apartment! Convenient! Artsy! Comfy!,HUGE APARTMENT! CONVENIENT! ARTSY! COMFY!,Brooklyn,104
3884105,"Big, Bright Studio Blocks from Park and Subway","BIG, BRIGHT STUDIO BLOCKS FROM PARK AND SUBWAY",Brooklyn,100
3884893,Convenient Lovely Manhattan Private Bathroom,CONVENIENT LOVELY MANHATTAN PRIVATE BATHROOM,Manhattan,95
3885177,"Clean/nice Suite 5m T LIRR,B,Q65,13","CLEAN/NICE SUITE 5M T LIRR,B,Q65,13",Queens,95
3887138,Kid friendly next to Prospect Park,KID FRIENDLY NEXT TO PROSPECT PARK,Brooklyn,200
3887381,Modern 2BR Near Union Square,MODERN 2BR NEAR UNION SQUARE,Manhattan,180
3888469,Private room,PRIVATE ROOM,Bronx,100
3888752,"Bright, quiet, cozy 1BR by C Park!","BRIGHT, QUIET, COZY 1BR BY C PARK!",Manhattan,195
3889997,Prime West Village/Chelsea 1B SUPERB VIEW/Location,PRIME WEST VILLAGE/CHELSEA 1B SUPERB VIEW/LOCATION,Manhattan,299
3890417,Sunrise & Sunset in Penthouse - 20min to Manhattan,SUNRISE & SUNSET IN PENTHOUSE - 20MIN TO MANHATTAN,Brooklyn,45
3891031,LAST DAY TO BOOK Bedroom on Wall St,LAST DAY TO BOOK BEDROOM ON WALL ST,Manhattan,139
3891370,"Heart of Nolita, close to SoHo","HEART OF NOLITA, CLOSE TO SOHO",Manhattan,200
3892700,Cozy 1BR-Country living in NYC!,COZY 1BR-COUNTRY LIVING IN NYC!,Staten Island,70
3895289,Unique room in historic Greenpoint,UNIQUE ROOM IN HISTORIC GREENPOINT,Brooklyn,50
3895455,Bedroom in Spacious Loft-Like Apt.,BEDROOM IN SPACIOUS LOFT-LIKE APT.,Brooklyn,42
3895930,Beautiful 2br in Williamsburg,BEAUTIFUL 2BR IN WILLIAMSBURG,Brooklyn,116
3896579,1 Bedroom Apt in Chelsea,1 BEDROOM APT IN CHELSEA,Manhattan,200
3896701,Spacious Master Bed w Private Ensuite Bath in EV,SPACIOUS MASTER BED W PRIVATE ENSUITE BATH IN EV,Manhattan,129
3897387,Bed & Bath in Park Slope Mansion,BED & BATH IN PARK SLOPE MANSION,Brooklyn,125
3897601,In the heart of Park Slope,IN THE HEART OF PARK SLOPE,Brooklyn,55
3898329,Best views of Manhattan!,BEST VIEWS OF MANHATTAN!,Manhattan,200
3902156,Fort Greene Gem,FORT GREENE GEM,Brooklyn,165
3902791,Luxury West Village 1 bdrm w/ views,LUXURY WEST VILLAGE 1 BDRM W/ VIEWS,Manhattan,199
3903173,One bedroom in Greenwich Village,ONE BEDROOM IN GREENWICH VILLAGE,Manhattan,150
3903284,Most amazing spot in Williamsburg,MOST AMAZING SPOT IN WILLIAMSBURG,Brooklyn,95
3904135,Authentic Williamsburg Appartment,AUTHENTIC WILLIAMSBURG APPARTMENT,Brooklyn,90
3905849,Stylish Gramercy Park Duplex LOFT,STYLISH GRAMERCY PARK DUPLEX LOFT,Manhattan,120
3907413,Great cozy for summer in Brooklyn,GREAT COZY FOR SUMMER IN BROOKLYN,Brooklyn,40
3907603,Nyc! Cozy room in Williamsburg,NYC! COZY ROOM IN WILLIAMSBURG,Brooklyn,75
3908094,Spacious Comfy Bedroom in Bushwick,SPACIOUS COMFY BEDROOM IN BUSHWICK,Brooklyn,68
3908257,Big Room by Metro/Subway-15mns to Manhattan,BIG ROOM BY METRO/SUBWAY-15MNS TO MANHATTAN,Brooklyn,75
3911451,Haven near Riverside Park n 1 train,HAVEN NEAR RIVERSIDE PARK N 1 TRAIN,Manhattan,45
3911453,"Sweet Studio Near Subway, LGA, and Central Park","SWEET STUDIO NEAR SUBWAY, LGA, AND CENTRAL PARK",Manhattan,45
3911632,Cozy rooms with private bath,COZY ROOMS WITH PRIVATE BATH,Brooklyn,65
3912794,"Park Slope 1 Bedroom, 1.5 Bath","PARK SLOPE 1 BEDROOM, 1.5 BATH",Brooklyn,75
3913541,Lovely Private Rm in the heart of NYC! Hells Ktchn,LOVELY PRIVATE RM IN THE HEART OF NYC! HELLS KTCHN,Manhattan,84
3913635,Sunny Central Location!,SUNNY CENTRAL LOCATION!,Manhattan,130
3914400,"Big Private Room, Prospect Heights","BIG PRIVATE ROOM, PROSPECT HEIGHTS",Brooklyn,50
3914773,Upper West Side Museum/Central Park,UPPER WEST SIDE MUSEUM/CENTRAL PARK,Manhattan,150
3914962,Beautiful Prvt Rm  w. NEW 1/2 Bth,BEAUTIFUL PRVT RM  W. NEW 1/2 BTH,Brooklyn,95
3915042,Murray Hill / Midtown East Studio,MURRAY HILL / MIDTOWN EAST STUDIO,Manhattan,300
3915796,Central Park Life! Beautiful 1 Bed.,CENTRAL PARK LIFE! BEAUTIFUL 1 BED.,Manhattan,113
3916312,Cozy Artist Space,COZY ARTIST SPACE,Manhattan,145
3917007,Williamsburg BK Studio Luxury Bldg,WILLIAMSBURG BK STUDIO LUXURY BLDG,Brooklyn,150
3920562,Large & Beautiful Manhattan NYC,LARGE & BEAUTIFUL MANHATTAN NYC,Manhattan,90
3922417,"Safe, Quiet and Bright near Subways has 2 beds","SAFE, QUIET AND BRIGHT NEAR SUBWAYS HAS 2 BEDS",Manhattan,95
3923128,Sunny 1-BR Apt with Soaking Tub,SUNNY 1-BR APT WITH SOAKING TUB,Manhattan,118
3923538,Large Retro Style Pre-War Studio,LARGE RETRO STYLE PRE-WAR STUDIO,Brooklyn,75
3924092,Lincoln Center Area Apartment,LINCOLN CENTER AREA APARTMENT,Manhattan,225
3924325,"Beautiful, Mdrn, Nwly Renovated Rm","BEAUTIFUL, MDRN, NWLY RENOVATED RM",Brooklyn,81
3924397,Quiet Location with two balconies,QUIET LOCATION WITH TWO BALCONIES,Brooklyn,190
3924506,Room in sunny & plant filled apt!,ROOM IN SUNNY & PLANT FILLED APT!,Brooklyn,75
3924619,Gorgeous Room Near Prospect Park,GORGEOUS ROOM NEAR PROSPECT PARK,Brooklyn,59
3924820,Manhattan - Next to Subway!,MANHATTAN - NEXT TO SUBWAY!,Manhattan,99
3925426,Room in Gorgeous apartment,ROOM IN GORGEOUS APARTMENT,Brooklyn,270
3928241,1 Bedroom in the Lower East Side,1 BEDROOM IN THE LOWER EAST SIDE,Manhattan,140
3928525,Stunning 2 bed 2bath Wall St. Luxury Apt,STUNNING 2 BED 2BATH WALL ST. LUXURY APT,Manhattan,275
3928833,Brooklyn townhouse for filming,BROOKLYN TOWNHOUSE FOR FILMING,Brooklyn,1000
3929669,Sunny 1 br in Greenpoint,SUNNY 1 BR IN GREENPOINT,Brooklyn,120
3930149,Charming and Beautiful 1-BR Apt ,CHARMING AND BEAUTIFUL 1-BR APT ,Brooklyn,125
3930842,1BR+BA IN LXRY CONDO W POOL+PARKING,1BR+BA IN LXRY CONDO W POOL+PARKING,Brooklyn,75
3930878,Clean One Bedroom Apartment,CLEAN ONE BEDROOM APARTMENT,Manhattan,117
3933059,Where Love and Happiness Live,WHERE LOVE AND HAPPINESS LIVE,Manhattan,80
3933382,Private room 5 min from manhattan!,PRIVATE ROOM 5 MIN FROM MANHATTAN!,Queens,60
3936970,XL Fort Greene Garden Apt,XL FORT GREENE GARDEN APT,Brooklyn,103
3939041,Private cozy studio apartment,PRIVATE COZY STUDIO APARTMENT,Queens,65
3939086,"Call this Home (for a spell, at least....)","CALL THIS HOME (FOR A SPELL, AT LEAST....)",Bronx,45
3939535,JFK/LGA Queens Modern Apt.,JFK/LGA QUEENS MODERN APT.,Queens,70
3940301,1 bdrm in Washington Hgts-Park side,1 BDRM IN WASHINGTON HGTS-PARK SIDE,Manhattan,90
3942731,Top Floor Doorman Apt-Water Views,TOP FLOOR DOORMAN APT-WATER VIEWS,Manhattan,225
3943279,ENTIRE FURNISHED 1BD APT.,ENTIRE FURNISHED 1BD APT.,Manhattan,125
3943879,Prime Williamsburg loft on Bedford,PRIME WILLIAMSBURG LOFT ON BEDFORD,Brooklyn,175
3944200,A Safe & Pleasant Time in NYC,A SAFE & PLEASANT TIME IN NYC,Manhattan,195
3944233,Huge space and MILLION DOLLAR VIEWs,HUGE SPACE AND MILLION DOLLAR VIEWS,Manhattan,130
3944499,Cozy Bedroom in Crown Heights Brooklyn,COZY BEDROOM IN CROWN HEIGHTS BROOKLYN,Brooklyn,96
3944625,Huge serene room in a perfect area!,HUGE SERENE ROOM IN A PERFECT AREA!,Brooklyn,129
3944627,Gramercy One Bedroom w Two Beds,GRAMERCY ONE BEDROOM W TWO BEDS,Manhattan,200
3945796,Grand Central/UN/Langone. Lrg Rm Vu's. Own1/2 Bath,GRAND CENTRAL/UN/LANGONE. LRG RM VU'S. OWN1/2 BATH,Manhattan,95
3946018,Luxury Building in Time Square,LUXURY BUILDING IN TIME SQUARE,Manhattan,189
3946115,Large 3 bedroom on Upper West Side,LARGE 3 BEDROOM ON UPPER WEST SIDE,Manhattan,450
3946177,"A Safe & Pleasant Time in NYC, 2","A SAFE & PLEASANT TIME IN NYC, 2",Manhattan,264
3946201,"Spacious king size redwood bedroom, 20 min to NYC","SPACIOUS KING SIZE REDWOOD BEDROOM, 20 MIN TO NYC",Queens,45
3946239,Clinton Hill Apartment 2 BR,CLINTON HILL APARTMENT 2 BR,Brooklyn,150
3946288,"A Safe & Pleasant Time in NYC, 3","A SAFE & PLEASANT TIME IN NYC, 3",Manhattan,540
3946471,Bedford Avenue,BEDFORD AVENUE,Brooklyn,95
3948939,Comfy 1 bd/1 bath-Upper West Side,COMFY 1 BD/1 BATH-UPPER WEST SIDE,Manhattan,230
3950114,"Warm, Spacious, Convenient and Cozy","WARM, SPACIOUS, CONVENIENT AND COZY",Queens,65
3951363,Historical Cozy Home in Bushwick,HISTORICAL COZY HOME IN BUSHWICK,Brooklyn,70
3952093,Entire 2 bdrm/2 bth UWS/RiversdePrk,ENTIRE 2 BDRM/2 BTH UWS/RIVERSDEPRK,Manhattan,160
3952676,Designer Apartment in Williamsburg,DESIGNER APARTMENT IN WILLIAMSBURG,Brooklyn,200
3952731,Entire Flat in quiet neighborhood,ENTIRE FLAT IN QUIET NEIGHBORHOOD,Brooklyn,138
3953314,Hamiltons Hideway Lower Level Apt NYC,HAMILTONS HIDEWAY LOWER LEVEL APT NYC,Bronx,155
3953415,LL2,LL2,Bronx,75
3953585,Manhattan Private Room15min=TimesSQ,MANHATTAN PRIVATE ROOM15MIN=TIMESSQ,Manhattan,39
3953942,Spacious 1 Bedroom Apt in Brooklyn,SPACIOUS 1 BEDROOM APT IN BROOKLYN,Brooklyn,115
3957619,"Prime SoHo! shops, food, fun","PRIME SOHO! SHOPS, FOOD, FUN",Manhattan,110
3958460,Central Park-Lincoln Center,CENTRAL PARK-LINCOLN CENTER,Manhattan,100
3959369,Luxurious 1BR Best Views in NYC! ,LUXURIOUS 1BR BEST VIEWS IN NYC! ,Manhattan,225
3962389,Two bedroom fully furnished apt.,TWO BEDROOM FULLY FURNISHED APT.,Brooklyn,125
3962586,Sunny private room in Gramercy,SUNNY PRIVATE ROOM IN GRAMERCY,Manhattan,150
3963137,Beautiful Bed-Stuy Brownstone,BEAUTIFUL BED-STUY BROWNSTONE,Brooklyn,199
3963345,Large Duplex Apt. with Balcony near Union Square,LARGE DUPLEX APT. WITH BALCONY NEAR UNION SQUARE,Manhattan,250
3963635,"A 2-story, 2-bedroom house - 20min to Downtown","A 2-STORY, 2-BEDROOM HOUSE - 20MIN TO DOWNTOWN",Brooklyn,210
3967160,Firehouse Loft with Harbor Views,FIREHOUSE LOFT WITH HARBOR VIEWS,Staten Island,180
3967492,East Village Studio Apt.,EAST VILLAGE STUDIO APT.,Manhattan,129
3967945,Great Apt steps from Central Park,GREAT APT STEPS FROM CENTRAL PARK,Manhattan,90
3968434,SUNNY HUDSON RIVER VIEW   2BATHRM APT NEAR SUBWAY,SUNNY HUDSON RIVER VIEW   2BATHRM APT NEAR SUBWAY,Manhattan,50
3968610,Charming apt in Greenwich Village!,CHARMING APT IN GREENWICH VILLAGE!,Manhattan,140
3970224,Groovy Two Story Garden Apartment,GROOVY TWO STORY GARDEN APARTMENT,Brooklyn,150
3970345,Luxury large Penthouse /Fireplace / City views..,LUXURY LARGE PENTHOUSE /FIREPLACE / CITY VIEWS..,Manhattan,233
3970562,In The Heart of The East Village,IN THE HEART OF THE EAST VILLAGE,Manhattan,170
3970701,Beautiful Private Room in Newly Renovated Apt,BEAUTIFUL PRIVATE ROOM IN NEWLY RENOVATED APT,Brooklyn,60
3970724,Spacious 2 bedroom in trendy hood,SPACIOUS 2 BEDROOM IN TRENDY HOOD,Brooklyn,200
3970755,Sunny Junior 1 Bedroom,SUNNY JUNIOR 1 BEDROOM,Brooklyn,160
3970936,"Prime Gramercy, Luxury 1BD DOORMAN ","PRIME GRAMERCY, LUXURY 1BD DOORMAN ",Manhattan,150
3971065,Spacious Modern Apt that feels like HOME,SPACIOUS MODERN APT THAT FEELS LIKE HOME,Brooklyn,140
3971526,"Sunny, Spacious Room in Brooklyn!","SUNNY, SPACIOUS ROOM IN BROOKLYN!",Brooklyn,65
3971534,SpaciousBedroom in Brownstone Bklyn,SPACIOUSBEDROOM IN BROWNSTONE BKLYN,Brooklyn,60
3971580,Entire apartment 1st Floor,ENTIRE APARTMENT 1ST FLOOR,Brooklyn,130
3971948,Charming sunny room in Brooklyn,CHARMING SUNNY ROOM IN BROOKLYN,Brooklyn,103
3973944,Ground & Rejuvenate PR Williamsburg,GROUND & REJUVENATE PR WILLIAMSBURG,Brooklyn,89
3974464,Art Studio Loft in Manhattan (UWS),ART STUDIO LOFT IN MANHATTAN (UWS),Manhattan,50
3975630,Beautiful 1 bedroom in NYC,BEAUTIFUL 1 BEDROOM IN NYC,Queens,150
3979360,!!Studio next to Empire State Bldg.,!!STUDIO NEXT TO EMPIRE STATE BLDG.,Manhattan,240
3979611,Located at the heart of Manhattan,LOCATED AT THE HEART OF MANHATTAN,Manhattan,1400
3979613,ECO-CHIC PALLET DESIGN APARTMENT,ECO-CHIC PALLET DESIGN APARTMENT,Queens,200
3979628,BR/Private Bath 10Mins to TIME SQ,BR/PRIVATE BATH 10MINS TO TIME SQ,Manhattan,88
3979714,Central Park North 1BD,CENTRAL PARK NORTH 1BD,Manhattan,75
3980487,Awesome Apartment near Times Sq.,AWESOME APARTMENT NEAR TIMES SQ.,Manhattan,500
3983422,Chelsea Home with a View,CHELSEA HOME WITH A VIEW,Manhattan,125
3983469,Private room near Columbia University,PRIVATE ROOM NEAR COLUMBIA UNIVERSITY,Manhattan,75
3983643,Gorgeous 1BD Best Gramercy Park  ,GORGEOUS 1BD BEST GRAMERCY PARK  ,Manhattan,130
3984168,Union Square~Reno 2BR~Great Value,UNION SQUARE~RENO 2BR~GREAT VALUE,Manhattan,170
3985673,NYC Artists Loft in Chelsea,NYC ARTISTS LOFT IN CHELSEA,Manhattan,300
3987571,Garden Apartment with Private Entry,GARDEN APARTMENT WITH PRIVATE ENTRY,Brooklyn,115
3987599,"Great 3 Bdrm- Internships, Students","GREAT 3 BDRM- INTERNSHIPS, STUDENTS",Brooklyn,93
3989564,Brooklyn Garden Apartment ,BROOKLYN GARDEN APARTMENT ,Brooklyn,119
3992326,Bohemian Den in Chinatown-New York,BOHEMIAN DEN IN CHINATOWN-NEW YORK,Manhattan,180
3993392,Stylish 2bdr harlem brownstone,STYLISH 2BDR HARLEM BROWNSTONE,Manhattan,226
3993553,North Park Slope Studio,NORTH PARK SLOPE STUDIO,Brooklyn,155
3999228,Best Location NYC! Studio in heart of The Village,BEST LOCATION NYC! STUDIO IN HEART OF THE VILLAGE,Manhattan,115
4000133,Ditmas Park townhouse front bedroom,DITMAS PARK TOWNHOUSE FRONT BEDROOM,Brooklyn,50
4000561,Large apartment in Manhattan UWS,LARGE APARTMENT IN MANHATTAN UWS,Manhattan,600
4000571,Private Suite/Bath in Manhattan NYC,PRIVATE SUITE/BATH IN MANHATTAN NYC,Manhattan,200
4000579,Sunny 1 BR Brooklyn Loft Apartment ,SUNNY 1 BR BROOKLYN LOFT APARTMENT ,Brooklyn,157
4000621,Hancock House cozy Garden Level,HANCOCK HOUSE COZY GARDEN LEVEL,Brooklyn,145
4003515,Charming New York town house,CHARMING NEW YORK TOWN HOUSE,Queens,95
4006264,Cozy Parkside 1 Bedroom Apartment,COZY PARKSIDE 1 BEDROOM APARTMENT,Manhattan,115
4007277,Convenient and Affordable in the Heart of Astoria,CONVENIENT AND AFFORDABLE IN THE HEART OF ASTORIA,Queens,65
4007770,One Bedroom in Heart of Harlem,ONE BEDROOM IN HEART OF HARLEM,Manhattan,275
4008443,"Private room in Astoria, NY!!","PRIVATE ROOM IN ASTORIA, NY!!",Queens,250
4013339,Amazing Private Room in the Heart of Manhattan,AMAZING PRIVATE ROOM IN THE HEART OF MANHATTAN,Manhattan,95
4013668,Spacious Park Slope brownstone,SPACIOUS PARK SLOPE BROWNSTONE,Brooklyn,185
4016069,1C.  Private  Rm in Guesthouse Manhattan,1C.  PRIVATE  RM IN GUESTHOUSE MANHATTAN,Manhattan,55
4016121,Located in the heart of NoLita.,LOCATED IN THE HEART OF NOLITA.,Manhattan,350
4016142,Big Bedroom in Sunny & New Lower East Side Apt,BIG BEDROOM IN SUNNY & NEW LOWER EAST SIDE APT,Manhattan,170
4016173,Turn of the Century Railroad Flat /4 day Wknd,TURN OF THE CENTURY RAILROAD FLAT /4 DAY WKND,Brooklyn,100
4016791,Sunny Private Bedroom,SUNNY PRIVATE BEDROOM,Manhattan,36
4017226,Comfortable room in Brooklyn,COMFORTABLE ROOM IN BROOKLYN,Brooklyn,60
4020957,Sunny Room in Bedstuy,SUNNY ROOM IN BEDSTUY,Brooklyn,125
4024936,"Beautiful, Bright, Williamsburg apt","BEAUTIFUL, BRIGHT, WILLIAMSBURG APT",Brooklyn,120
4025313,One Bed Studio at Wall Street,ONE BED STUDIO AT WALL STREET,Manhattan,90
4025329,SPACIOUS STUDIO-HIGH END FINISHES,SPACIOUS STUDIO-HIGH END FINISHES,Manhattan,129
4026150,"Personal, Private and Pretty NYC Apartment","PERSONAL, PRIVATE AND PRETTY NYC APARTMENT",Queens,78
4028670,Luxury 1 Bedroom Sublet ,LUXURY 1 BEDROOM SUBLET ,Manhattan,120
4031297,Clean Bedroom in Greenwich Village,CLEAN BEDROOM IN GREENWICH VILLAGE,Manhattan,99
4031463,Comfortable Private space with a terrace,COMFORTABLE PRIVATE SPACE WITH A TERRACE,Bronx,50
4031809,Prewar classic NYC apartment.,PREWAR CLASSIC NYC APARTMENT.,Manhattan,16
4032229,Beautiful airy room in nice family home,BEAUTIFUL AIRY ROOM IN NICE FAMILY HOME,Bronx,47
4033300,Sunny and comfortable 2 bedroom apt,SUNNY AND COMFORTABLE 2 BEDROOM APT,Brooklyn,150
4033422,The Lighthouse Manor,THE LIGHTHOUSE MANOR,Staten Island,200
4033444,Big New York City Suite Near Subway,BIG NEW YORK CITY SUITE NEAR SUBWAY,Brooklyn,125
4033521,Brooklyn 1 BR Near Subway,BROOKLYN 1 BR NEAR SUBWAY,Brooklyn,60
4033998,Chic and peaceful,CHIC AND PEACEFUL,Queens,200
4037379,"Bright, Spacious Studio in Brooklyn","BRIGHT, SPACIOUS STUDIO IN BROOKLYN",Brooklyn,100
4037522,"Cozy, Safe & Clean room in Astoria","COZY, SAFE & CLEAN ROOM IN ASTORIA",Queens,99
